price (€),type,code_postal,nb_pieces,nb_chambres,surface,etage,ascenseur,parking,jardin,terrasse
2700000.0,Appartement à vendre,06400,6,,199,,false,false,false,false
2700000.0,Villa à vendre,06210,6,,300,,false,false,false,false
2750000.0,Maison à vendre,78490,12,,480,,false,false,false,false
2750000.0,Villa à vendre,83270,8,,350,,false,false,false,false
2756000.0,Maison à vendre,78490,10,,350,,false,false,false,false
2756000.0,Maison à vendre,78490,14,,500,,false,false,false,false
2795000.0,Appartement à vendre,75116,6,,213,,false,false,false,false
2800000.0,Appartement à vendre,75007,7,,205,,false,false,false,false
2808000.0,Villa à vendre,44210,4,,115,,false,false,false,false
2835000.0,Maison à vendre,83440,19,,1500,,false,false,false,false
2835000.0,Appartement à vendre,75003,6,,166,,false,false,false,false
2850000.0,Appartement à vendre,06400,5,,205,,false,false,false,false
2850000.0,Maison à vendre,83310,10,,400,,false,false,false,false
2860000.0,Appartement à vendre,75016,6,,183,,false,false,false,false
2900000.0,Maison à vendre,84480,13,,743,,false,false,false,false
2950000.0,Villa à vendre,06160,6,,210,,false,false,false,false
2950000.0,Maison à vendre,92210,7,,330,,false,false,false,false
2950000.0,Maison à vendre,92210,7,,422,,false,false,false,false
2980000.0,Appartement à vendre,75017,8,,270,,false,false,false,false
2990000.0,Appartement à vendre,75017,8,,226,,false,false,false,false
2995000.0,Villa à vendre,06250,7,,330,,false,false,false,false
3095000.0,Appartement à vendre,92200,6,,154,,false,false,false,false
3100000.0,Appartement à vendre,75008,6,,212,,false,false,false,false
3100000.0,Villa à vendre,83350,10,,262,,false,false,false,false
3120000.0,Villa à vendre,83110,6,,170,,false,false,false,false
3120000.0,Appartement à vendre,75007,5,,225,,false,false,false,false
3195000.0,Villa à vendre,06250,8,,260,,false,false,false,false
3200000.0,Appartement à vendre,75006,5,,139,,false,false,false,false
3200000.0,Appartement à vendre,75008,5,,157,,false,false,false,false
3200000.0,Villa à vendre,06160,6,,200,,false,false,false,false
3250000.0,Villa à vendre,83990,8,,180,,false,false,false,false
3250000.0,Maison à vendre,83420,7,,250,,false,false,false,false
3350000.0,Maison à vendre,75009,5,,162,,false,false,false,false
3380000.0,Appartement à vendre,06400,5,,222,,false,false,false,false
3450000.0,Maison à vendre,92380,12,,650,,false,false,false,false
3450000.0,Appartement à vendre,06400,9,,311,,false,false,false,false
3465000.0,Villa à vendre,06130,10,,400,,false,false,false,false
3500000.0,Villa à vendre,83580,7,,210,,false,false,false,false
3500000.0,Appartement à vendre,92300,6,,210,,false,false,false,false
3500000.0,Villa à vendre,83120,6,,200,,false,false,false,false
3550000.0,Appartement à vendre,75006,4,,118,,false,false,false,false
3590000.0,Villa à vendre,83120,11,,330,,false,false,false,false
3600000.0,Appartement à vendre,75005,6,,231,,false,false,false,false
3640000.0,Appartement à vendre,75007,5,,202,,false,false,false,false
3640000.0,Appartement à vendre,75008,6,,211,,false,false,false,false
3650000.0,Appartement à vendre,75006,4,,120,,false,false,false,false
3680000.0,Appartement à vendre,75016,7,,343,,false,false,false,false
3700000.0,Villa à vendre,06160,8,,235,,false,false,false,false
3700000.0,Villa à vendre,06360,4,,160,,false,false,false,false
3700000.0,Villa à vendre,06250,6,,434,,false,false,false,false
3700000.0,Appartement à vendre,92200,7,,207,,false,false,false,false
3708000.0,Villa à vendre,83120,7,,350,,false,false,false,false
3780000.0,Appartement à vendre,75018,5,,160,,false,false,false,false
3780000.0,Appartement à vendre,75008,6,,159,,false,false,false,false
3850000.0,Villa à vendre,06130,8,,478,,false,false,false,false
3850000.0,Villa à vendre,83350,10,,320,,false,false,false,false
3900000.0,Villa à vendre,83310,9,,300,,false,false,false,false
3950000.0,Appartement à vendre,06400,3,,170,,false,false,false,false
3950000.0,Villa à vendre,83990,5,,157,,false,false,false,false
3950000.0,Villa à vendre,83990,5,,180,,false,false,false,false
3980000.0,Appartement à vendre,75016,6,,230,,false,false,false,false
4000000.0,Appartement à vendre,75016,6,,244,,false,false,false,false
4176000.0,Villa à vendre,06130,10,,440,,false,false,false,false
4190000.0,Appartement à vendre,75008,5,,196,,false,false,false,false
4200000.0,Villa à vendre,83310,7,,220,,false,false,false,false
4200000.0,Appartement à vendre,75006,4,,150,,false,false,false,false
4400000.0,Villa à vendre,83310,10,,300,,false,false,false,false
4490000.0,Maison à vendre,78110,8,,460,,false,false,false,false
4500000.0,Villa à vendre,06190,5,,250,,false,false,false,false
4500000.0,Villa à vendre,83270,6,,335,,false,false,false,false
4680000.0,Appartement à vendre,75001,7,,298,,false,false,false,false
4680000.0,Maison à vendre,92380,12,,680,,false,false,false,false
4750000.0,Villa à vendre,06230,7,,243,,false,false,false,false
4750000.0,Villa à vendre,06250,7,,315,,false,false,false,false
4800000.0,Maison à vendre,83420,6,,244,,false,false,false,false
4900000.0,Appartement à vendre,75116,8,,343,,false,false,false,false
4900000.0,Villa à vendre,06250,10,,475,,false,false,false,false
4900000.0,Appartement à vendre,75009,5,,195,,false,false,false,false
5000000.0,Appartement à vendre,75006,5,,174,,false,false,false,false
5200000.0,Maison à vendre,06590,8,,210,,false,false,false,false
5490000.0,Villa à vendre,06110,12,,458,,false,false,false,false
5490000.0,Maison à vendre,06400,5,,250,,false,false,false,false
5500000.0,Villa à vendre,06250,8,,367,,false,false,false,false
5690000.0,Appartement à vendre,75116,9,,371,,false,false,false,false
5690000.0,Appartement à vendre,75016,7,,370,,false,false,false,false
5900000.0,Maison à vendre,06330,10,,600,,false,false,false,false
6100000.0,Appartement à vendre,75116,7,,267,,false,false,false,false
6300000.0,Appartement à vendre,75116,8,,442,,false,false,false,false
6350000.0,Villa à vendre,83990,7,,350,,false,false,false,false
6500000.0,Appartement à vendre,75016,7,,220,,false,false,false,false
6800000.0,Maison à vendre,75006,10,,301,,false,false,false,false
6900000.0,Maison à vendre,06200,15,,791,,false,false,false,false
7250000.0,Appartement à vendre,75007,7,,326,,false,false,false,false
7450000.0,Appartement à vendre,75005,8,,215,,false,false,false,false
7500000.0,Appartement à vendre,06600,5,,305,,false,false,false,false
7895000.0,Appartement à vendre,75116,8,,351,,false,false,false,false
8000000.0,Appartement à vendre,75116,8,,393,,false,false,false,false
8100000.0,Villa à vendre,83350,8,,350,,false,false,false,false
8320000.0,Appartement à vendre,75016,9,,400,,false,false,false,false
8320000.0,Appartement à vendre,75116,11,,404,,false,false,false,false
8947000.0,Appartement à vendre,75008,7,,194,,false,false,false,false
9850000.0,Maison à vendre,06230,6,,301,,false,false,false,false
15900000.0,Maison à vendre,06130,20,,876,,false,false,false,false
29650000.0,Maison à vendre,06400,10,,985,,false,false,false,false
356180.0,Maison à vendre,77410,4,,108,,false,false,false,false
357100.0,Villa à vendre,93290,4,,115,,false,false,false,false
45000.0,Maison à vendre,72260,7,,125,,false,false,false,false
55000.0,Maison à vendre,70500,3,,78,,false,false,false,false
55000.0,Studio à vendre,84000,,,22,,false,false,false,false
66000.0,Appartement à vendre,90000,2,,26,,false,false,false,false
66000.0,Maison à vendre,72130,3,,85,,false,false,false,false
75000.0,Studio à vendre,75008,,,9,,false,false,false,false
79500.0,Studio à vendre,35700,,,20,,false,false,false,false
80000.0,Studio à vendre,05100,,,26,,false,false,false,false
88500.0,Maison à vendre,72130,4,,80,,false,false,false,false
89000.0,Studio à vendre,91530,,,21,,false,false,false,false
89000.0,Appartement à vendre,91210,4,,58,,false,false,false,false
89994.0,Studio à vendre,13005,,,20,,false,false,false,false
95654.0,Appartement à vendre,35540,3,,43,,false,false,false,false
99500.0,Studio à vendre,77380,,,31,,false,false,false,false
106990.0,Maison à vendre,49620,8,,125,,false,false,false,false
106990.0,Maison à vendre,49620,8,,125,,false,false,false,false
114000.0,Studio à vendre,94470,,,17,,false,false,false,false
115000.0,Studio à vendre,06000,,,16,,false,false,false,false
115000.0,Appartement à vendre,93200,2,,29,,false,false,false,false
117000.0,Maison à vendre,83300,4,,77,,false,false,false,false
118800.0,Villa à vendre,22340,4,,80,,false,false,false,false
120000.0,Appartement à vendre,95420,2,,39,,false,false,false,false
124900.0,Appartement à vendre,93600,2,,47,,false,false,false,false
125000.0,Appartement à vendre,78970,2,,39,,false,false,false,false
125000.0,Appartement à vendre,77000,2,,45,,false,false,false,false
128000.0,Maison à vendre,22140,5,,75,,false,false,false,false
131000.0,Studio à vendre,77127,,,45,,false,false,false,false
133000.0,Appartement à vendre,06480,2,,35,,false,false,false,false
139000.0,Studio à vendre,75116,,,11,,false,false,false,false
139000.0,Maison à vendre,72260,4,,108,,false,false,false,false
139000.0,Appartement à vendre,91860,4,,70,,false,false,false,false
139000.0,Studio à vendre,75008,,,9,,false,false,false,false
139000.0,Appartement à vendre,06300,2,,52,,false,false,false,false
139000.0,Studio à vendre,29200,,,27,,false,false,false,false
139725.0,Studio à vendre,35700,,,23,,false,false,false,false
139900.0,Maison à vendre,62360,5,,105,,false,false,false,false
145000.0,Studio à vendre,91260,,,30,,false,false,false,false
145500.0,Studio à vendre,94100,,,21,,false,false,false,false
147000.0,Appartement à vendre,94700,2,,33,,false,false,false,false
148400.0,Appartement à vendre,49400,3,,76,,false,false,false,false
299000.0,Appartement à vendre,06220,4,,74,,false,false,false,false
299250.0,Maison à vendre,22100,4,,110,,false,false,false,false
299900.0,Appartement à vendre,06160,2,,42,,false,false,false,false
300000.0,Appartement à vendre,92140,3,,64,,false,false,false,false
