price,type,code_postal,nb_pieces,surface
1370000.0,1,78170,8.0,184.0
1380000.0,0,6000,5.0,174.0
1380000.0,0,6500,5.0,120.0
1380000.0,3,6250,6.0,187.0
1380000.0,0,75002,6.0,112.0
1390000.0,3,6210,6.0,300.0
1390000.0,1,78810,10.0,283.0
1390500.0,0,44500,5.0,145.0
1395000.0,0,75004,4.0,101.0
1398000.0,0,83400,4.0,139.0
1399000.0,1,92400,9.0,170.0
1400000.0,0,75017,4.0,95.0
1400000.0,1,59000,14.0,404.0
1400000.0,0,75014,3.0,76.0
1425000.0,0,6000,5.0,171.0
1425000.0,0,6800,5.0,185.0
1430000.0,0,75020,4.0,130.0
1450000.0,0,75016,4.0,122.0
1450000.0,1,59910,8.0,240.0
1450000.0,3,13600,8.0,350.0
1455000.0,0,75016,4.0,132.0
1470000.0,1,83370,5.0,185.0
1475000.0,0,75008,4.0,96.0
1480000.0,1,78000,12.0,195.0
1490000.0,0,92100,6.0,265.0
1490000.0,0,75017,4.0,118.0
1495000.0,3,83210,8.0,320.0
1495000.0,0,92200,5.0,140.0
1500000.0,1,78670,7.0,245.0
1500000.0,0,92100,6.0,144.0
1512000.0,0,75008,4.0,125.0
1520000.0,0,75008,3.0,77.0
1520000.0,3,6330,4.0,150.0
1549600.0,3,83150,4.0,330.0
1550000.0,0,75003,3.0,98.0
1550000.0,0,75003,4.0,98.0
1559000.0,1,13210,7.0,200.0
1560000.0,1,78950,8.0,230.0
1560000.0,1,77300,11.0,290.0
1560000.0,0,78000,6.0,196.0
1560000.0,1,83230,6.0,200.0
1575000.0,1,13210,7.0,230.0
1585000.0,0,83990,4.0,93.0
1590000.0,0,6110,5.0,207.0
1590000.0,0,75017,6.0,142.0
1595000.0,1,13100,6.0,228.0
1595000.0,1,92310,10.0,220.0
1595000.0,0,75017,5.0,129.0
1600000.0,1,6810,6.0,273.0
1600000.0,0,75014,3.0,80.0
1615000.0,0,75017,5.0,119.0
1620000.0,0,75016,3.0,81.0
1630000.0,3,83440,6.0,296.0
1640000.0,1,78350,12.0,349.0
1650000.0,0,75009,5.0,121.0
1650000.0,0,75016,5.0,122.0
1650000.0,3,83110,5.0,240.0
1650000.0,1,13012,9.0,220.0
1675000.0,0,75008,3.0,78.0
1680000.0,0,75006,3.0,86.0
1680000.0,1,83120,10.0,220.0
1680000.0,1,83840,6.0,246.0
1690000.0,0,6110,5.0,140.0
1690000.0,3,6140,11.0,298.0
1695000.0,1,83120,7.0,250.0
1695000.0,1,92150,8.0,223.0
1695000.0,1,13008,5.0,200.0
1697280.0,0,75006,5.0,109.0
1699000.0,1,93500,12.0,300.0
1700000.0,3,6210,5.0,174.0
1700000.0,1,84440,11.0,261.0
1725000.0,0,75004,4.0,98.0
1740480.0,0,75007,2.0,81.0
1750000.0,0,6400,5.0,177.0
1750000.0,1,6530,9.0,230.0
1750000.0,1,83110,12.0,269.0
1760000.0,0,75008,5.0,128.0
1770000.0,1,78430,11.0,245.0
1780000.0,1,13100,8.0,280.0
1780000.0,0,6400,3.0,92.0
1785000.0,0,75004,5.0,100.0
1785000.0,3,6270,6.0,150.0
1790000.0,3,6570,7.0,350.0
1790000.0,0,75005,4.0,101.0
1800000.0,3,6300,13.0,366.0
1800000.0,1,6370,7.0,300.0
1800000.0,0,6400,4.0,106.0
1811000.0,0,75016,6.0,178.0
1850000.0,3,6810,6.0,463.0
1850000.0,1,6800,9.0,298.0
1850000.0,0,6400,5.0,210.0
1850000.0,0,6400,7.0,333.0
1870000.0,0,75017,4.0,116.0
1872000.0,1,62520,8.0,320.0
1890000.0,0,75005,4.0,124.0
1890000.0,0,75016,3.0,90.0
1890000.0,3,92380,12.0,258.0
1895000.0,0,75017,5.0,138.0
1950000.0,0,75017,5.0,140.0
1950000.0,0,6230,4.0,144.0
1950000.0,0,75007,3.0,90.0
1950000.0,0,6230,4.0,144.0
1950000.0,0,75017,5.0,140.0
1950000.0,0,6190,5.0,155.0
1950000.0,0,75007,3.0,90.0
1950000.0,0,75006,5.0,115.0
1960000.0,3,6740,7.0,230.0
1965000.0,0,75016,4.0,201.0
1975000.0,3,13011,8.0,500.0
1980000.0,0,75007,4.0,117.0
1980000.0,0,6000,4.0,182.0
1990000.0,1,77470,15.0,462.0
1990000.0,3,83240,6.0,195.0
1990000.0,0,75007,4.0,117.0
1990000.0,0,75016,6.0,160.0
1995000.0,0,75116,4.0,157.0
1995000.0,0,75016,6.0,130.0
2000000.0,0,75015,5.0,124.0
2050000.0,3,13100,8.0,195.0
2080000.0,0,75015,5.0,152.0
2100000.0,0,75006,4.0,106.0
280000.0,0,78400,3.0,66.0
286000.0,0,83160,3.0,56.0
287000.0,0,78510,4.0,75.0
288750.0,1,44600,5.0,111.0
289000.0,0,75019,3.0,32.0
289000.0,0,44500,2.0,45.0
290000.0,0,95100,3.0,86.0
290000.0,0,93220,3.0,61.0
293000.0,3,13370,3.0,74.0
295000.0,0,94000,4.0,74.0
296000.0,0,77380,4.0,74.0
296000.0,0,56170,2.0,52.0
298000.0,1,78550,4.0,99.0
298000.0,2,92800,0.0,40.0
298000.0,0,83700,3.0,39.0
299000.0,0,6220,4.0,74.0
299000.0,0,83140,3.0,50.0
299000.0,0,13009,4.0,86.0
299000.0,0,93220,3.0,62.0
299000.0,0,94600,4.0,83.0
2100000.0,3,83120,6.0,250.0
2100000.0,0,75006,4.0,102.0
2100000.0,1,83120,6.0,300.0
2100000.0,0,75002,3.0,116.0
2100000.0,0,75017,5.0,154.0
2100000.0,0,75008,3.0,121.0
2130000.0,0,75017,7.0,190.0
2130000.0,0,75008,7.0,190.0
2160000.0,0,78000,10.0,265.0
2200000.0,3,6330,7.0,333.0
2200000.0,0,75003,4.0,148.0
2200000.0,0,75007,6.0,159.0
2200000.0,0,75003,3.0,97.0
2200000.0,0,6400,4.0,165.0
2200000.0,0,75003,3.0,98.0
2240000.0,0,75116,4.0,146.0
2250000.0,3,6600,6.0,300.0
2250000.0,3,83680,6.0,300.0
2260000.0,0,75016,7.0,208.0
2290000.0,0,75017,5.0,152.0
2290000.0,1,83150,5.0,130.0
2290000.0,1,92210,8.0,236.0
2300000.0,0,75016,7.0,192.0
2300000.0,3,83680,7.0,250.0
2300000.0,1,13100,10.0,350.0
2315000.0,0,75008,2.0,68.0
2350000.0,1,78110,12.0,290.0
2380000.0,1,13100,11.0,431.0
2380000.0,0,6400,4.0,110.0
2390000.0,0,13100,6.0,181.0
2390000.0,3,6160,8.0,200.0
2395000.0,0,75017,7.0,224.0
2400000.0,0,75007,5.0,152.0
2400000.0,3,83680,6.0,210.0
2480000.0,1,83310,7.0,130.0
2490000.0,3,6810,5.0,256.0
2490000.0,1,6000,7.0,350.0
2495000.0,0,75008,4.0,155.0
2496000.0,1,83230,11.0,365.0
2496000.0,1,83230,10.0,365.0
2500000.0,0,75016,6.0,185.0
2500000.0,0,75001,3.0,106.0
2500000.0,3,6140,6.0,195.0
2500000.0,0,75006,3.0,108.0
2550000.0,1,6210,6.0,210.0
2580000.0,0,6400,4.0,84.0
2590000.0,3,44510,7.0,188.0
2590000.0,1,78000,12.0,284.0
2597000.0,1,6400,8.0,260.0
2600000.0,0,75008,4.0,145.0
2600000.0,0,75008,4.0,125.0
2630000.0,0,75116,5.0,134.0
2650000.0,0,75007,5.0,159.0
2700000.0,0,75008,5.0,198.0
2700000.0,0,6400,6.0,199.0
2700000.0,3,6210,6.0,300.0
2750000.0,1,78490,12.0,480.0
2750000.0,3,83270,8.0,350.0
2756000.0,1,78490,10.0,350.0
2756000.0,1,78490,14.0,500.0
2795000.0,0,75116,6.0,213.0
2800000.0,0,75007,7.0,205.0
2808000.0,3,44210,4.0,115.0
2835000.0,1,83440,19.0,1500.0
2835000.0,0,75003,6.0,166.0
2850000.0,0,6400,5.0,205.0
2850000.0,1,83310,10.0,400.0
2860000.0,0,75016,6.0,183.0
2900000.0,1,84480,13.0,743.0
2950000.0,3,6160,6.0,210.0
2950000.0,1,92210,7.0,330.0
2950000.0,1,92210,7.0,422.0
2980000.0,0,75017,8.0,270.0
2990000.0,0,75017,8.0,226.0
2995000.0,3,6250,7.0,330.0
3095000.0,0,92200,6.0,154.0
3100000.0,0,75008,6.0,212.0
3100000.0,3,83350,10.0,262.0
3120000.0,3,83110,6.0,170.0
3120000.0,0,75007,5.0,225.0
3195000.0,3,6250,8.0,260.0
3200000.0,0,75006,5.0,139.0
3200000.0,0,75008,5.0,157.0
3200000.0,3,6160,6.0,200.0
3250000.0,3,83990,8.0,180.0
3250000.0,1,83420,7.0,250.0
3350000.0,1,75009,5.0,162.0
3380000.0,0,6400,5.0,222.0
3450000.0,1,92380,12.0,650.0
3450000.0,0,6400,9.0,311.0
3465000.0,3,6130,10.0,400.0
3500000.0,3,83580,7.0,210.0
3500000.0,0,92300,6.0,210.0
3500000.0,3,83120,6.0,200.0
3550000.0,0,75006,4.0,118.0
3590000.0,3,83120,11.0,330.0
3600000.0,0,75005,6.0,231.0
3640000.0,0,75007,5.0,202.0
3640000.0,0,75008,6.0,211.0
3650000.0,0,75006,4.0,120.0
3680000.0,0,75016,7.0,343.0
3700000.0,3,6160,8.0,235.0
3700000.0,3,6360,4.0,160.0
3700000.0,3,6250,6.0,434.0
3700000.0,0,92200,7.0,207.0
3708000.0,3,83120,7.0,350.0
3780000.0,0,75018,5.0,160.0
3780000.0,0,75008,6.0,159.0
3850000.0,3,6130,8.0,478.0
3850000.0,3,83350,10.0,320.0
3900000.0,3,83310,9.0,300.0
3950000.0,0,6400,3.0,170.0
3950000.0,3,83990,5.0,157.0
3950000.0,3,83990,5.0,180.0
3980000.0,0,75016,6.0,230.0
4000000.0,0,75016,6.0,244.0
4176000.0,3,6130,10.0,440.0
4190000.0,0,75008,5.0,196.0
4200000.0,3,83310,7.0,220.0
4200000.0,0,75006,4.0,150.0
4400000.0,3,83310,10.0,300.0
4490000.0,1,78110,8.0,460.0
4500000.0,3,6190,5.0,250.0
4500000.0,3,83270,6.0,335.0
4680000.0,0,75001,7.0,298.0
4680000.0,1,92380,12.0,680.0
4750000.0,3,6230,7.0,243.0
4750000.0,3,6250,7.0,315.0
4800000.0,1,83420,6.0,244.0
4900000.0,0,75116,8.0,343.0
4900000.0,3,6250,10.0,475.0
4900000.0,0,75009,5.0,195.0
5000000.0,0,75006,5.0,174.0
5200000.0,1,6590,8.0,210.0
5490000.0,3,6110,12.0,458.0
5490000.0,1,6400,5.0,250.0
5500000.0,3,6250,8.0,367.0
5690000.0,0,75116,9.0,371.0
5690000.0,0,75016,7.0,370.0
5900000.0,1,6330,10.0,600.0
6100000.0,0,75116,7.0,267.0
6300000.0,0,75116,8.0,442.0
6350000.0,3,83990,7.0,350.0
6500000.0,0,75016,7.0,220.0
6800000.0,1,75006,10.0,301.0
6900000.0,1,6200,15.0,791.0
7250000.0,0,75007,7.0,326.0
7450000.0,0,75005,8.0,215.0
7500000.0,0,6600,5.0,305.0
7895000.0,0,75116,8.0,351.0
8000000.0,0,75116,8.0,393.0
8100000.0,3,83350,8.0,350.0
8320000.0,0,75016,9.0,400.0
8320000.0,0,75116,11.0,404.0
8947000.0,0,75008,7.0,194.0
9850000.0,1,6230,6.0,301.0
15900000.0,1,6130,20.0,876.0
29650000.0,1,6400,10.0,985.0
356180.0,1,77410,4.0,108.0
357100.0,3,93290,4.0,115.0
45000.0,1,72260,7.0,125.0
55000.0,1,70500,3.0,78.0
55000.0,2,84000,0.0,22.0
66000.0,0,90000,2.0,26.0
66000.0,1,72130,3.0,85.0
75000.0,2,75008,0.0,9.0
79500.0,2,35700,0.0,20.0
80000.0,2,5100,0.0,26.0
88500.0,1,72130,4.0,80.0
89000.0,2,91530,0.0,21.0
89000.0,0,91210,4.0,58.0
89994.0,2,13005,0.0,20.0
95654.0,0,35540,3.0,43.0
99500.0,2,77380,0.0,31.0
106990.0,1,49620,8.0,125.0
106990.0,1,49620,8.0,125.0
114000.0,2,94470,0.0,17.0
115000.0,2,6000,0.0,16.0
115000.0,0,93200,2.0,29.0
117000.0,1,83300,4.0,77.0
118800.0,3,22340,4.0,80.0
120000.0,0,95420,2.0,39.0
124900.0,0,93600,2.0,47.0
125000.0,0,78970,2.0,39.0
125000.0,0,77000,2.0,45.0
128000.0,1,22140,5.0,75.0
131000.0,2,77127,0.0,45.0
133000.0,0,6480,2.0,35.0
139000.0,2,75116,0.0,11.0
139000.0,1,72260,4.0,108.0
139000.0,0,91860,4.0,70.0
139000.0,2,75008,0.0,9.0
139000.0,0,6300,2.0,52.0
139000.0,2,29200,0.0,27.0
139725.0,2,35700,0.0,23.0
139900.0,1,62360,5.0,105.0
145000.0,2,91260,0.0,30.0
145500.0,2,94100,0.0,21.0
147000.0,0,94700,2.0,33.0
148400.0,0,49400,3.0,76.0
299000.0,0,6220,4.0,74.0
299250.0,1,22100,4.0,110.0
299900.0,0,6160,2.0,42.0
300000.0,0,92140,3.0,64.0
300000.0,0,94200,3.0,50.0
300000.0,1,91280,5.0,92.0
303000.0,0,6500,3.0,42.0
305000.0,0,77190,4.0,76.0
308994.0,1,77340,4.0,87.0
309000.0,0,78470,3.0,58.0
309000.0,0,6210,2.0,47.0
310000.0,1,94520,5.0,105.0
310000.0,0,83230,3.0,51.0
310000.0,0,95160,3.0,65.0
310000.0,1,77330,4.0,90.0
312000.0,3,13160,4.0,85.0
313000.0,0,94000,3.0,60.0
313000.0,1,83230,3.0,51.0
315000.0,0,83200,4.0,100.0
315000.0,1,70200,9.0,380.0
149000.0,0,78000,2.0,43.0
149000.0,0,78520,2.0,57.0
149500.0,0,91290,2.0,38.0
150000.0,0,95590,2.0,32.0
154000.0,0,59000,2.0,39.0
159000.0,0,13008,2.0,40.0
159000.0,0,93390,3.0,49.0
159000.0,0,95470,4.0,80.0
159500.0,0,59280,4.0,77.0
159900.0,0,83300,4.0,94.0
160000.0,0,92390,3.0,57.0
160000.0,1,91760,3.0,65.0
162000.0,0,91380,3.0,64.0
165000.0,2,75017,0.0,14.0
165000.0,0,6000,2.0,45.0
165500.0,1,59000,2.0,47.0
168000.0,1,72400,6.0,122.0
168900.0,0,95130,2.0,55.0
170000.0,0,59000,2.0,60.0
171200.0,2,13002,0.0,36.0
179350.0,0,44220,3.0,67.0
182850.0,0,22560,3.0,58.0
187000.0,0,13004,4.0,84.0
189000.0,0,91380,3.0,58.0
189000.0,0,93200,3.0,71.0
189000.0,0,6000,2.0,37.0
189000.0,2,59000,0.0,31.0
190000.0,0,94130,2.0,40.0
191500.0,1,59480,4.0,89.0
194000.0,0,78330,6.0,91.0
194000.0,0,95330,4.0,62.0
195000.0,0,6600,2.0,36.0
196000.0,0,91380,4.0,81.0
198000.0,1,83560,2.0,58.0
199000.0,0,59100,5.0,100.0
199000.0,0,91560,3.0,62.0
199000.0,0,6000,2.0,58.0
199000.0,2,75002,0.0,18.0
199500.0,0,94190,3.0,57.0
200000.0,0,6000,2.0,26.0
202000.0,0,83440,4.0,89.0
203615.0,0,29200,5.0,93.0
205000.0,0,93150,2.0,43.0
205000.0,0,83250,2.0,41.0
205000.0,0,6000,2.0,45.0
209000.0,2,75012,0.0,22.0
209000.0,0,94140,2.0,42.0
209000.0,1,13530,3.0,101.0
210940.0,1,77320,3.0,70.0
212000.0,0,84200,5.0,160.0
214000.0,0,75018,2.0,24.0
215000.0,0,6150,3.0,58.0
215000.0,0,91390,5.0,83.0
217000.0,0,78410,4.0,82.0
218000.0,1,94470,3.0,59.0
219000.0,0,6160,2.0,40.0
220000.0,0,6700,3.0,62.0
220000.0,1,39240,8.0,194.0
222000.0,1,44320,5.0,95.0
224000.0,0,78320,3.0,63.0
225000.0,1,13190,3.0,63.0
228000.0,0,59000,2.0,43.0
228000.0,0,92140,2.0,38.0
229900.0,0,94500,5.0,90.0
230000.0,0,13002,3.0,65.0
230000.0,0,6000,2.0,35.0
232000.0,3,62240,7.0,150.0
234000.0,1,44540,4.0,96.0
235000.0,3,77370,3.0,70.0
235000.0,0,94370,5.0,93.0
235000.0,0,92110,2.0,30.0
236000.0,1,77130,5.0,147.0
236000.0,1,85580,5.0,190.0
236850.0,0,91120,2.0,53.0
239000.0,1,78630,3.0,54.0
239000.0,0,59000,4.0,88.0
240000.0,0,77700,2.0,46.0
240000.0,0,95230,2.0,51.0
240000.0,0,92500,4.0,64.0
240000.0,2,75005,0.0,12.0
243386.0,0,95000,3.0,61.0
245000.0,0,91380,5.0,92.0
245000.0,0,6000,2.0,36.0
248000.0,1,91680,4.0,93.0
248000.0,0,93140,4.0,78.0
249000.0,1,29200,2.0,51.0
249900.0,1,22110,6.0,81.0
250000.0,0,92160,4.0,66.0
250000.0,0,6000,2.0,46.0
250000.0,0,78560,3.0,62.0
250000.0,0,94200,3.0,38.0
251100.0,1,29630,4.0,70.0
253000.0,0,59000,2.0,50.0
254900.0,0,83300,5.0,120.0
255000.0,1,62630,4.0,126.0
255000.0,0,6000,3.0,51.0
255000.0,1,59151,5.0,95.0
259900.0,1,91240,3.0,67.0
260000.0,1,77120,4.0,75.0
263925.0,0,35700,4.0,70.0
263985.0,1,78120,6.0,97.0
264700.0,1,85800,2.0,54.0
265000.0,0,75015,2.0,28.0
265000.0,1,59151,5.0,95.0
266850.0,1,29630,6.0,95.0
268000.0,0,6160,2.0,50.0
269500.0,0,6100,4.0,75.0
270300.0,0,35000,3.0,60.0
276000.0,0,95870,4.0,73.0
277000.0,1,94500,2.0,41.0
277000.0,0,59710,4.0,123.0
278000.0,1,77540,4.0,90.0
279000.0,1,70190,4.0,125.0
279000.0,0,95100,5.0,96.0
280000.0,0,13008,4.0,84.0
280000.0,1,77970,6.0,190.0
287000.0,0,78510,4.0,75.0
289000.0,0,83600,3.0,62.0
295000.0,0,6000,2.0,60.0
298000.0,0,77600,3.0,59.0
299000.0,1,5190,4.0,126.0
299000.0,0,93250,3.0,50.0
299000.0,0,94600,5.0,83.0
299000.0,0,6160,2.0,47.0
299000.0,0,6160,2.0,48.0
300000.0,0,92000,4.0,59.0
307000.0,0,91300,4.0,76.0
310000.0,1,93360,4.0,94.0
312000.0,1,95630,4.0,67.0
315000.0,1,84120,3.0,49.0
316500.0,3,29290,6.0,140.0
317000.0,0,83250,3.0,56.0
318000.0,1,84200,4.0,128.0
318000.0,1,77540,5.0,140.0
319000.0,0,56000,3.0,71.0
319500.0,1,22730,5.0,89.0
321900.0,1,78550,5.0,130.0
322000.0,1,77540,6.0,184.0
325000.0,1,93700,3.0,59.0
325500.0,0,78220,3.0,57.0
329000.0,0,92340,4.0,71.0
329000.0,0,78330,5.0,105.0
330578.0,0,92160,4.0,63.0
337000.0,1,91530,5.0,82.0
337600.0,1,77390,7.0,210.0
339000.0,1,93150,5.0,80.0
339000.0,0,95100,3.0,72.0
339000.0,0,92700,4.0,80.0
339900.0,0,91400,4.0,89.0
339990.0,0,35700,3.0,67.0
340000.0,1,75012,3.0,55.0
340000.0,0,6600,3.0,58.0
345000.0,0,92310,3.0,68.0
345000.0,1,77570,5.0,167.0
345000.0,0,94500,4.0,78.0
346000.0,1,83250,3.0,72.0
346500.0,1,91150,8.0,159.0
347000.0,1,78330,5.0,77.0
348000.0,2,75016,0.0,27.0
349000.0,0,95110,4.0,80.0
349000.0,0,95110,4.0,80.0
349000.0,0,92130,3.0,60.0
350000.0,1,95100,5.0,78.0
350000.0,0,13001,5.0,104.0
350000.0,0,13090,3.0,70.0
352030.0,1,62600,5.0,110.0
355000.0,1,77440,9.0,233.0
357000.0,1,78970,5.0,110.0
360000.0,0,92700,3.0,61.0
364000.0,0,94130,2.0,53.0
365000.0,1,95810,7.0,200.0
365000.0,1,59150,6.0,190.0
365750.0,0,93100,4.0,70.0
367000.0,1,95220,6.0,100.0
369000.0,3,77730,6.0,194.0
369200.0,1,29950,6.0,125.0
374400.0,1,22400,6.0,165.0
375000.0,1,95330,5.0,97.0
375000.0,0,92330,4.0,63.0
375700.0,1,85800,3.0,92.0
380000.0,0,83700,3.0,65.0
385000.0,0,77700,4.0,81.0
385000.0,0,75015,2.0,36.0
385000.0,0,59800,3.0,88.0
388500.0,1,44980,5.0,115.0
389000.0,0,83420,2.0,62.0
391875.0,3,85390,5.0,163.0
393000.0,0,6240,3.0,61.0
395000.0,0,77700,3.0,63.0
397000.0,1,93800,6.0,120.0
398000.0,0,75018,3.0,48.0
398000.0,1,77290,5.0,128.0
399000.0,0,75010,2.0,41.0
399000.0,0,95160,4.0,93.0
399000.0,0,94700,2.0,52.0
399000.0,1,4130,4.0,116.0
399900.0,1,29410,7.0,160.0
400000.0,0,6200,5.0,116.0
405000.0,0,13840,4.0,76.0
411000.0,0,92800,2.0,48.0
315000.0,1,70200,9.0,380.0
315000.0,1,77150,5.0,92.0
315000.0,0,6130,3.0,93.0
315000.0,1,13014,4.0,85.0
315000.0,2,44500,0.0,35.0
315000.0,0,92140,3.0,60.0
317000.0,3,84500,4.0,142.0
318500.0,0,92600,3.0,58.0
319000.0,0,83120,3.0,37.0
319000.0,0,35000,3.0,70.0
319000.0,0,35000,3.0,70.0
319000.0,0,13013,4.0,88.0
319800.0,0,95200,4.0,78.0
319900.0,1,78910,5.0,84.0
320000.0,0,93160,3.0,56.0
320000.0,1,91360,4.0,80.0
320000.0,0,6230,2.0,35.0
320000.0,0,6160,3.0,72.0
320000.0,0,83700,2.0,53.0
320000.0,0,95160,5.0,102.0
415000.0,1,6150,5.0,105.0
419990.0,1,95100,5.0,120.0
420000.0,0,84000,5.0,141.0
420000.0,1,95630,6.0,108.0
420000.0,1,77600,5.0,106.0
420000.0,1,78980,6.0,150.0
429000.0,0,59175,4.0,109.0
429000.0,1,78770,5.0,126.0
429901.0,0,83150,2.0,38.0
430000.0,1,91420,7.0,140.0
430000.0,1,6810,4.0,76.0
433000.0,3,78500,4.0,68.0
435000.0,0,92600,3.0,65.0
435000.0,1,78440,6.0,150.0
437000.0,1,91420,7.0,140.0
438900.0,1,85210,10.0,270.0
439000.0,0,78150,3.0,76.0
440000.0,0,92370,3.0,60.0
448000.0,0,92330,4.0,80.0
449000.0,1,29650,7.0,243.0
449000.0,1,95000,7.0,150.0
449500.0,1,77410,6.0,145.0
450000.0,0,6240,2.0,50.0
450000.0,1,95750,8.0,182.0
455000.0,0,92300,3.0,52.0
455000.0,0,92300,3.0,54.0
459000.0,0,95880,4.0,100.0
460000.0,1,59400,11.0,368.0
465000.0,1,95580,7.0,156.0
466000.0,0,6810,4.0,79.0
470000.0,1,84440,5.0,180.0
470000.0,1,13150,3.0,120.0
474000.0,0,93340,5.0,94.0
475000.0,0,83600,4.0,86.0
478400.0,3,72290,7.0,144.0
484000.0,1,93150,5.0,122.0
485000.0,1,13500,4.0,76.0
488000.0,0,92250,3.0,64.0
490000.0,1,13480,4.0,110.0
490000.0,1,77930,8.0,165.0
491000.0,0,75010,2.0,51.0
499152.0,1,56450,4.0,122.0
500000.0,0,6240,3.0,70.0
504000.0,1,49000,8.0,180.0
509000.0,0,75020,2.0,50.0
510000.0,1,91150,7.0,199.0
510000.0,0,92370,3.0,79.0
519000.0,1,91400,8.0,122.0
525000.0,0,77300,4.0,117.0
529900.0,0,92380,4.0,102.0
533000.0,0,84000,3.0,84.0
534570.0,1,22680,6.0,135.0
539760.0,0,22000,6.0,169.0
540000.0,0,6000,3.0,112.0
545900.0,0,6520,3.0,135.0
549000.0,1,92320,5.0,101.0
549000.0,0,78600,5.0,105.0
549900.0,1,91330,7.0,148.0
550000.0,0,75017,2.0,52.0
550000.0,1,77590,8.0,156.0
551000.0,1,56340,5.0,108.0
560000.0,0,6000,3.0,66.0
561600.0,0,35800,3.0,86.0
565000.0,1,94120,6.0,156.0
569250.0,1,78720,6.0,150.0
570000.0,1,13300,6.0,132.0
572000.0,1,44115,6.0,159.0
575000.0,1,78200,6.0,196.0
578000.0,1,78720,6.0,140.0
580000.0,2,6400,0.0,32.0
583000.0,0,6520,4.0,133.0
590000.0,1,95420,6.0,187.0
591660.0,1,22290,8.0,280.0
593000.0,0,13100,5.0,119.0
595000.0,1,13490,6.0,183.0
